MCAT Name,Unit,Unit wise Min Price,Unit wise Max Price,Most Common Price 1,Most Common Price 2,Most Common Price 3,ISQ Name,ISQ Options,ISQ Min Price,ISQ Max Price
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Type,Belt Conveyor,75000.0,75000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Type,Pcb conveyor,120000.0,120000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Type,Customized,15000.0,15000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Type,Vibrating Conveyors,85000.0,150000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Type,Bucket Conveyor,75000.0,150000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Type,Flexible Conveyors,40000.0,40000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Type,Slat Conveyor,75000.0,150000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Type,Gravity Conveyor,150000.0,150000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Type,BELT CONVEYOR,65000.0,65000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Design Type,CONVEYORS,85000.0,85000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Design Type,flat belt,120000.0,120000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Design Type,customized,49000.0,49000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Design Type,Direct Couple - End Drive,75000.0,75000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Driven Type,Motor driven,120000.0,120000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Driven Type,MOTORIZED,40000.0,40000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Condition,New,50000.0,120000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Brand,Laxmi Engineers,300000.0,300000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Brand,ASTRO PAK,65000.0,65000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Brand,KOPACK,25500.0,25500.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Brand,Iraj,100000.0,100000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Brand,Ordee,120000.0,120000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Brand,Kiinum,120000.0,120000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Brand,Astro Pak,40000.0,40000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Material,Stainless Steel,15000.0,65000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Material,MILD STEEL,40000.0,40000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Material,Aluminium,75000.0,120000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Belt Material,Neoprene,100000.0,100000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Belt Material,Polyester,85000.0,100000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Belt Material,as per request,50000.0,50000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Belt Material,PU,100000.0,100000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Belt Material,PVC,65000.0,120000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Capacity,Customized,15000.0,15000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Belt Type,PVC and Fabric,75000.0,75000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Belt Type,PU,85000.0,85000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Belt Type,Customized,150000.0,150000.0
Belt Conveyors,Set,15000.0,150000.0,120000.0,150000.0,75000.0,Belt Type,Pvc endless,120000.0,120000.0
Belt Conveyors,1 Set,90000.0,90000.0,90000.0,NULL,NULL,Use,Industrial,90000.0,90000.0
Belt Conveyors,1 Set,90000.0,90000.0,90000.0,NULL,NULL,Usage/Application,Material Transfer,90000.0,90000.0
Belt Conveyors,1 Set,90000.0,90000.0,90000.0,NULL,NULL,Size,As per Requirement,90000.0,90000.0
Belt Conveyors,1 Set,90000.0,90000.0,90000.0,NULL,NULL,Structure,Mild Steel,90000.0,90000.0
Belt Conveyors,1 Set,90000.0,90000.0,90000.0,NULL,NULL,Type,Horizontal Belt Conveyor,90000.0,90000.0
Belt Conveyors,1 Set,90000.0,90000.0,90000.0,NULL,NULL,Design Type,Customized,90000.0,90000.0
Belt Conveyors,1 Set,90000.0,90000.0,90000.0,NULL,NULL,Condition,New,90000.0,90000.0
Belt Conveyors,1 Set,90000.0,90000.0,90000.0,NULL,NULL,Brand,Krishna Engineering Systems,90000.0,90000.0
Belt Conveyors,1 Set,90000.0,90000.0,90000.0,NULL,NULL,Material,Rubber,90000.0,90000.0
Belt Conveyors,1 Set,90000.0,90000.0,90000.0,NULL,NULL,Belt Material,PVC,90000.0,90000.0
Belt Conveyors,1 Set,90000.0,90000.0,90000.0,NULL,NULL,Belt Type,Rubber (M24 Grade),90000.0,90000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Use,"Bag,box loading unloading,chemicals powder transfers",6000.0,6000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Use,"Coal handling,beg sifting,pepar mille,stone sifting",7000.0,7000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Usage/Application,Packaging,3800.0,3800.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Structure,M.S,6000.0,8000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Type,.,3500.0,3500.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Type,Pneumatic Conveyors,8000.0,8000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Type,Belt Conveyor,3000.0,3000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Type,HORIZONTAL,3800.0,3800.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Type,Flexible Conveyors,9000.0,9000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Type,Spiral Conveyors,6000.0,6000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Design Type,CUSTOMIZED,3000.0,3000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Brand,.,3500.0,3500.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Brand,KE,9000.0,9000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Brand,DKE,6000.0,6000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Brand,PARMAR,3800.0,3800.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Brand,Vivpack,2500.0,3000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Material,.,3500.0,3500.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Material,SS,2500.0,2500.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Material,Mild Steel,6000.0,6000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Material,Steel,3800.0,3800.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Material,Stainless Steel,3000.0,7500.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Belt Material,.,3500.0,3500.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Belt Material,PVC,3000.0,9500.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Belt Material,Polyester,8000.0,8000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Capacity,AS PER CUSTOMERS REQUIREMENT,3800.0,3800.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Belt Type,"Rubber,nylon,pvc,pu",8000.0,8000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Belt Type,Roller Belt,3000.0,3000.0
Belt Conveyors,Feet,3000.0,9000.0,3000.0,6000.0,3800.0,Belt Type,"PVC,RUBBER,CLEATED",3000.0,3000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Size,400mm,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Size,Customize,65000.0,70000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Size,As per Requirement,178000.0,232000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Size,Conveying Widths Up to 48 in. in full one inch increments. Larger widths available.,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Conveyor Type,wire mesh belt conveyor,35000.0,35000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Conveyor Type,PCB Conveyor,40000.0,40000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Power Source,Electric,500000.0,500000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Width,100 - 1200,125000.0,125000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Width,100 - 500 mm,350000.0,350000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Power(W),0.75KW,70000.0,70000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Application,"CARTON BOXES CARRYING,MATERIAL HANDLING",125000.0,125000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Application,"Industrial, commercial",240000.0,240000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Application,Pharma,30000.0,450000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Thickness,2019-12-06 00:00:00,85000.0,85000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Thickness,UP TO 5 MM,125000.0,125000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,Customised as per requirment,48000.0,48000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,25-50 kg per feet,2000000.0,2000000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,200 kg,12500.0,12500.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,as per connected load,53000.0,53000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,0-15 kg,35000.0,35000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,50-100 kg per feet,40000.0,94000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,As Per Reqirement,75000.0,75000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,50/feet,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,As Per Requirement,1000.0,90000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,50 KG/ METER,85000.0,85000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,50TO100KG,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,50 KG,45000.0,45000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,As Per Requirement.,100000.0,200000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,Customize,26000.0,26000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,200-300 kg per feet,35000.0,35000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,1  KG TO 500 KG,35000.0,35000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,1-500 Kg / Meter,75000.0,75000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,800 KG / HOUR,85000.0,85000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,1-2000 kg,40000.0,40000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,20kg per square meter,40000.0,40000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,1000-2000 BOX,39000.0,39000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material Handling Capacity,100KG,155000.0,155000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,Belt Conveyor,70000.0,70000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,CUSTOMISEZ,12000.0,12000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,MS(IS2062),90000.0,90000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,"MS,SS FOR HEAVY DUTY & LIGHT DUTY APPLICATIONS",100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,Frame 10 ga. steel frame and slider pan. Rigid welded construction.,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,MS,232000.0,287000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,NEW,219000.0,219000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,MS and SS,150000.0,150000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,MS / SS,178000.0,178000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,M.s,75000.0,75000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,Milled steel,95000.0,95000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Structure,M. S. Stainless steel,65000.0,65000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Length,0 - 20 METERS,125000.0,125000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Length,20-40 feet,25000.0,25000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Length,10-20 Feet,20000.0,20000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Length,1-10 feet,60000.0,60000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Driven Type,POWERED,150000.0,150000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Driven Type,according to motor capacity,70000.0,70000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Driven Type,Motorised,48000.0,48000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Driven Type,MOTORISED,39000.0,39000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Driven Type,Geared Motor,40000.0,40000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Driven Type,VFD,26000.0,26000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Driven Type,Belt,26000.0,26000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Driven Type,As per Requirement,155000.0,155000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Driven Type,Powered,100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,PVC / Rubber,232000.0,232000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,Flat Belt,1500000.0,1500000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,Derco Holland,150000.0,150000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,wire mesh,35000.0,35000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,"Pvc, Nylone",65000.0,65000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,"PVC,PU,RUBBER,NYLON,SS SLAT,MS CHAIN",100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,Nylon belt,32000.0,32000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,M24,95000.0,95000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,PVC,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,Mesh,40000.0,40000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,Nylon,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,Flat,15000.0,20000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,Plastic,150000.0,150000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,"PVC, PU",70000.0,70000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Type,Endless,8500.0,8500.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,"Pharma,FMCG,F&B,CPG",36500.0,36500.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,All Industries,90000.0,200000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Weight,70000.0,70000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,batch printing,26000.0,26000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Material Transfer,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Loading Unloading Stacking,232000.0,287000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Industrial,100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Material Handling,50000.0,95000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,LOADING UNLOADING,100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,All Indsutries,100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Packaging,35000.0,85000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,ALL INDUSTRIES,150000.0,150000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Pharma,15000.0,15000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Material Handeling,8500.0,8500.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,NEW,219000.0,219000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Industrial Area,2000000.0,2000000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Material Shifting,178000.0,178000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,PCB Assembly,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Food,1000.0,1000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Food Industry,75000.0,75000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,"Pharma,FMCG,CPG,Packaging in all industries",48000.0,48000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Bag Sifting and Packaging,155000.0,155000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Food Industrial,45000.0,45000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Manuals,65000.0,65000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,Material Movement,150000.0,150000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Usage/Application,"Pharma, Food, Cosmetic, Chemical & Allied Industries",70000.0,70000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Mild Steel,1000.0,350000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Mild Steel(Body Material),200000.0,200000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Mild steel,530000.0,530000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,"Mild Steel, Stainless Steel",750000.0,750000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,"MS,SS,ALUMINIUM",100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Stain Steel,3500.0,3500.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Metal,100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,MS,30000.0,150000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,"Aluminum, Mild Steel, Stainless Steel.",150000.0,150000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,"Aluminium, Mild Steel & S.S.",100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Carbon steel,900000.0,900000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Aluminium,45000.0,45000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Nylon,30000.0,30000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Stainless Steel,20000.0,180000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Plastic,60000.0,60000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Rubber,1000.0,20000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,As per Requirement,155000.0,155000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,M.S,12000.0,12000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,Other,8500.0,8500.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Material,"MILD STEEL,STAIN LESS STEEL",125000.0,125000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Thickness,2 - 5 mm,125000.0,125000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Belt Thickness,5 - 10 mm,350000.0,350000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Capacity,as per demand or load,53000.0,53000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Capacity,1NOS per second,26000.0,26000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Capacity,As Per Requirement,150000.0,150000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Capacity,CUSTOMIZED,94000.0,94000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Capacity,"Mild Steel, S.S.",100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Capacity,10 - 20 / Month,100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Use,any ware,65000.0,65000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Use,Industrial,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Use,Loading & Unloading & Stacking,125000.0,125000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Use,PCB Assembly,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Use,PCB,40000.0,40000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Use,one side to another side,70000.0,70000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Orientation,Horizontal,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,PRINTING BELT CONVEYORS,35000.0,35000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,"Bucket Conveyor,Gravity Conveyor,Slat Conveyor",55000.0,55000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,Chevron Belt Coveyor,95000.0,95000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,CUSTOM DESIGN FOR ALL TYPES PLANTS,100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,Slat Conveyor,48000.0,125000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,Gravity Conveyor,50000.0,50000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,General Purpose Belts,125000.0,125000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,Various,100000.0,100000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,Spiral Conveyors,3500.0,3500.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,Belt Conveyor,47000.0,150000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,"Flexible Conveyors,Vertical Conveyors,Spiral Conveyors,Vibrating Conveyors,Pneumatic Conveyors",35000.0,35000.0
Belt Conveyors,Piece,1000.0,155000.0,50000.0,150000.0,100000.0,Type,wire mesh SS/MS conveyor,35000.0,35000.0
